29.7037,21.3278,1.8359,0
30.4719,5.5551,36.8715,0
33.2494,-3.937,52.1075,0
21.7407,30.5176,8.0716,0
36.9995,-23.8398,18.942,0
25.0796,15.4859,37.4417,0
32.8225,-11.7482,49.9815,0
35.5107,-9.6054,31.7671,0
30.708,-2.1922,49.5225,0
22.0422,-8.0329,6.2151,0
18.0258,2.1511,17.2363,0
19.1013,5.4799,26.2492,0
21.8413,0.7591,35.7998,0
22.2209,0.6438,46.7205,0
22.5428,-2.3147,57.8309,0
36.4056,-11.8545,5.3331,0
30.4783,1.7689,23.5359,0
31.3628,15.9778,38.7751,0
28.7036,0.8481,7.4949,0
29.1277,-2.7325,21.8467,0
27.7614,9.4588,36.4106,0
32.4908,-11.0539,50.2913,0
34.6141,12.009,22.6258,0
28.9447,2.9938,20.5554,0
30.4416,-6.0918,35.0278,0
27.3957,13.8153,50.2485,0
16.1998,26.9142,5.5735,0
29.6569,1.4197,13.6734,0
30.3667,4.7173,28.5018,0
32.7254,-9.1315,43.6851,0
28.1596,-2.4063,60.0478,0
27.2322,8.6099,7.285,0
31.5372,-20.502,20.9011,0
21.2862,12.2521,36.6697,0
27.4122,-1.0615,47.3128,0
30.1901,4.7144,23.0826,0
32.5473,-6.695,38.1777,0
29.1999,9.0055,54.4513,0
33.0492,-2.5083,7.9245,0
31.795,-4.3766,24.4491,0
29.6067,7.6462,40.3466,0
33.4298,-3.404,55.1499,0
37.8873,-7.502,20.3865,0
34.1363,-1.1022,39.3301,0
33.5852,-4.8587,56.3983,0
18.9492,22.5039,39.3301,0
30.2011,1.9591,48.8047,0
35.8248,-10.181,30.9508,0
30.7343,12.3207,48.8631,0
29.7975,22.8062,20.8257,0
31.7751,4.255,56.3248,0
26.7638,17.7744,15.8821,0
35.651,-10.4676,29.264,0
30.4172,4.3652,47.0895,0
35.5416,10.3496,19.4849,0
27.1365,16.8527,6.6184,0
35.5629,-15.1842,20.1866,0
27.9708,6.679,37.968,0
31.3103,-2.6875,51.9534,0
37.2883,-19.5897,9.1539,0
27.4935,6.0433,27.7981,0
30.5151,-1.5515,41.5448,0
29.7393,4.7063,56.8024,0
32.7574,0.8922,12.2215,0
33.2035,1.6394,28.6002,0
34.0233,22.0907,45.202,0
25.5586,36.5808,6.8772,0
32.6852,4.0843,41.581,0
28.1122,6.0616,38.4944,0
31.143,1.9956,52.5505,0
36.4943,-32.4236,4.5481,0
20.2825,4.0381,22.7952,0
22.3015,-3.9421,32.9364,0
20.3304,20.6136,44.0872,0
30.6372,-14.9736,54.2524,0
34.7359,-16.0937,24.4375,0
26.689,29.3854,41.8054,0
30.8611,8.1171,31.5701,0
34.9197,-0.5943,47.0007,0
33.1677,-5.9177,30.9508,0
30.2088,3.9732,47.5346,0
22.9581,6.4868,7.5897,0
26.2016,-6.882,19.0688,0
22.7605,-2.0621,32.1696,0
21.7295,20.4483,43.5499,0
31.9536,-13.0481,54.4146,0
25.0824,35.8289,13.2177,0
29.7253,-1.8743,18.3888,0
28.7882,14.7393,33.2514,0
36.1578,-11.3648,47.6455,0
34.1648,-3.8932,32.6487,0
32.2182,2.8907,49.7311,0
33.226,-31.5804,8.5851,0
17.4358,8.4865,25.1981,0
21.679,-6.8191,33.916,0
18.2695,22.009,44.7555,0
29.274,-16.4062,53.8902,0
32.4573,9.4589,7.0957,0
37.1867,-8.5005,23.3243,0
32.9365,3.9107,41.9177,0
28.7684,1.0223,15.587,0
29.2796,13.8519,29.9712,0
36.2055,-13.6525,44.611,0
33.3686,0.3996,5.9384,0
33.5684,19.5142,22.6227,0
25.0467,17.2426,7.6633,0
33.668,-3.7587,20.1866,0
31.7886,0.1735,37.0206,0
31.8754,1.4996,52.9149,0
25.5498,40.71,21.8001,0
17.4013,30.5743,30.8391,0
32.6885,-2.9651,39.5398,0
29.123,15.6381,17.8586,0
36.9421,10.6936,32.4202,0
31.3109,6.7202,23.5128,0
34.671,24.1481,39.1683,0
32.906,-7.6967,22.7153,0
29.0576,-0.5673,39.1683,0
28.774,13.7184,53.6971,0
31.5503,-9.7107,10.8889,0
26.695,-4.0033,26.6641,0
24.6933,9.8634,40.0115,0
29.625,8.4451,52.3582,0
31.0704,5.4095,19.8409,0
33.7751,-8.8671,35.3761,0
29.3415,4.8011,52.2636,0
35.8663,-21.6305,22.2049,0
25.0511,4.0038,40.1381,0
27.053,5.3196,52.6636,0
31.2306,-1.4799,40.0115,0
30.4907,-11.7348,55.6268,0
34.6965,-18.4994,11.1597,0
25.4469,7.0258,28.508,0
28.9597,-5.4668,41.2314,0
26.2263,23.3976,55.7113,0
31.3288,-6.0033,20.479,0
28.3272,5.3291,36.1434,0
30.9917,-5.8299,50.307,0
29.294,11.5552,17.4899,0
35.0716,-11.3153,32.1369,0
29.414,-1.4465,49.6727,0
29.4928,17.1456,12.1289,0
38.0656,-11.5324,26.8753,0
32.2994,-3.0593,45.9081,0
26.5064,3.5257,22.0192,0
28.2692,-2.6547,35.2724,0
26.9418,1.7088,49.407,0
30.7287,17.3146,44.7512,0
21.8428,29.4765,6.9723,0
36.5811,-50.0946,17.8937,0
19.9693,14.0579,41.9511,0
26.9983,3.8794,51.9358,0
22.7178,-26.7178,24.3208,0
17.4618,6.9861,40.3591,0
20.9548,-10.821,49.09,0
15.5443,2.6811,59.5674,0
35.2177,-15.1617,24.4491,0
27.6369,6.8205,42.0579,0
24.3713,35.7614,15.3635,0
28.9963,1.5212,48.6751,0
38.4389,11.8057,10.3926,0
34.3088,1.0178,51.7829,0
27.5217,16.7631,6.9261,0
35.9033,-19.1569,20.687,0
26.3248,5.2075,38.6387,0
28.9286,-3.0909,51.8011,0
30.0612,-2.2997,20.3171,0
28.9113,4.8174,35.3477,0
26.9969,33.4453,9.6991,0
30.7592,0.7777,45.0573,0
33.6123,2.3464,47.3867,0
